,index,common_entity,entity1,entity3,entity2
501,507,T. Stepanenko,Shakhtar Donetsk,6.0,Ukraine
502,508,Manu Trigueros,Villarreal CF,14.0,Spain
503,509,L. Paredes,Paris Saint-Germain,8.0,Argentina
504,510,M. Keane,Everton,5.0,England
505,511,H. Çalhanoğlu,AC Milan,10.0,Turkey
506,512,Gabriel,SL Benfica,8.0,Brazil
507,513,M. Dabbur,Sevilla FC,9.0,Israel
508,514,N. Aké,AFC Bournemouth,5.0,Netherlands
509,515,J. QuIntermilano,River Plate,10.0,Colombia
510,516,Samu Castillejo,AC Milan,7.0,Spain
511,517,M. Halstenberg,RB Leipzig,23.0,Germany
512,518,E. Hysaj,Napoli,23.0,Albania
513,519,André Gomes,Everton,21.0,Portugal
514,520,M. Dembélé,Olympique Lyonnais,9.0,France
515,521,O. Vlachodimos,SL Benfica,99.0,Greece
516,522,Santi Mina,RC Celta de Vigo,22.0,Spain
517,523,Rony Lopes,Sevilla FC,7.0,Portugal
518,524,A. Christensen,Chelsea,4.0,Denmark
519,525,F. Armani,River Plate,1.0,Argentina
520,526,I. Marcone,Boca Juniors,23.0,Argentina
521,527,W. Benítez,OGC Nice,40.0,Argentina
522,528,J. Correa,Lazio,11.0,Argentina
523,529,M. Maignan,LOSC Lille,16.0,France
524,530,K. Baldé,AS Monaco,14.0,Senegal
525,531,Y. Tielemans,Leicester City,8.0,Belgium
526,532,T. Bakayoko,Chelsea,14.0,France
527,533,M. Vecino,Intermilan,8.0,Uruguay
528,534,A. Rebić,Eintracht Frankfurt,4.0,Croatia
529,535,M. Dúbravka,Newcastle United,12.0,Slovakia
530,536,M. Caldara,AC Milan,31.0,Italy
531,537,J. Weigl,Borussia Dortmund,33.0,Germany
532,538,H. Winks,Tottenham Hotspur,8.0,England
533,539,Jony,Lazio,22.0,Spain
534,540,K. Piątek,AC Milan,9.0,Poland
535,541,Mata,Getafe CF,7.0,Spain
536,542,V. Rongier,FC Nantes,28.0,France
537,543,N. Barella,Intermilan,81.0,Italy
538,544,Diogo Jota,Wolverhampton Wanderers,18.0,Portugal
539,545,J. Gomez,Liverpool,12.0,England
540,546,E. Bailly,Manchester United,3.0,Côte d'Ivoire
541,547,Marcos Llorente,Atlético de Madrid,14.0,Spain
542,548,M. Eggestein,SV Werder Bremen,35.0,Germany
543,549,M. Dmitrović,SD Eibar,1.0,Serbia
544,550,M. Marega,FC Porto,11.0,Mali
545,551,Yeray,Athletic Club de Bilbao,5.0,Spain
546,552,F. Mendy,Real Madrid CF,23.0,France
547,553,Mario Hermoso,Atlético de Madrid,22.0,Spain
548,554,Everton Andrão,Fluminense,6.0,Brazil
549,555,Welington Dano,Cruzeiro,5.0,Brazil
550,556,M. Almirón,Newcastle United,24.0,Paraguay
551,557,Odriozola,Real Madrid CF,19.0,Spain
552,558,Carlos Soler,Valencia CF,8.0,Spain
553,559,M. Lazzari,Lazio,29.0,Italy
554,560,Melendo,RCD Espanyol de Barcelona,14.0,Spain
555,561,M. Gómez,Valencia CF,22.0,Uruguay
556,562,Rúben Dias,SL Benfica,6.0,Portugal
557,563,D. Livaković,Dinamo Zagreb,40.0,Croatia
558,564,Loren,Real Betis Balompié,16.0,Spain
559,565,João Félix,Atlético de Madrid,7.0,Portugal
560,569,David Villa,Vissel Kobe,7.0,Spain
561,570,B. Yılmaz,Beşiktaş JK,71.0,Turkey
562,571,A. Mirante,Roma,83.0,Italy
563,572,S. Kalou,Hertha BSC,8.0,Côte d'Ivoire
564,573,Dante,OGC Nice,4.0,Brazil
565,574,M. Debuchy,AS Saint-Étienne,26.0,France
566,575,E. Lavezzi,Hebei FC,22.0,Argentina
567,576,Borja Valero,Intermilan,20.0,Spain
568,577,M. Škrtel,Atalanta,37.0,Slovakia
569,578,J. Evans,Leicester City,6.0,Northern Ireland
570,579,D. Valeri,Portland Timbers,8.0,Argentina
571,580,N. Moisander,SV Werder Bremen,18.0,Finland
572,581,D. Criscito,Genoa,4.0,Italy
573,582,A. Candreva,Intermilan,87.0,Italy
574,583,Marcano,FC Porto,5.0,Spain
575,584,K. Boateng,Fiorentina,10.0,Ghana
576,585,A. Fernández,Beijing Renhe FC,8.0,Argentina
577,586,N. Guzmán,Tigres U.A.N.L.,1.0,Argentina
578,587,Nacho Monreal,Arsenal,18.0,Spain
579,588,Ángel,Getafe CF,9.0,Spain
580,589,Granero,RCD Espanyol de Barcelona,23.0,Spain
581,590,Éder,Jiangsu FC,9.0,Italy
582,591,R. Vormer,Club Brugge KV,25.0,Netherlands
583,592,S. Coleman,Everton,23.0,Republic of Ireland
584,593,A. Lallana,Liverpool,20.0,England
585,594,A. Modeste,1. FC Köln,27.0,France
586,595,M. Gradel,Toulouse Football Club,7.0,Côte d'Ivoire
587,596,M. Sakho,Crystal Palace,12.0,France
588,597,Yuri Berchiche,Athletic Club de Bilbao,17.0,Spain
589,598,Mariano,Galatasaray SK,22.0,Brazil
590,599,Ö. Toprak,SV Werder Bremen,21.0,Turkey
591,600,J. King,AFC Bournemouth,7.0,Norway
592,601,N. Kalinić,Atlético de Madrid,21.0,Croatia
593,602,C. Stuani,Girona FC,7.0,Uruguay
594,603,S. Ulreich,FC Bayern München,26.0,Germany
595,604,K. Asamoah,Intermilan,18.0,Ghana
596,605,Alex Teixeira,Jiangsu FC,10.0,Brazil
597,606,S. Lulić,Lazio,19.0,Bosnia and Herzegovina
598,607,S. Rondón,Dalian Professional Football Club,9.0,Venezuela
599,608,S. Kagawa,Real Zaragoza,23.0,Japan
600,609,J. Wilshere,West Ham United,19.0,England
601,610,Guaita,Crystal Palace,31.0,Spain
602,611,Cote,SD Eibar,15.0,Spain
603,612,Iago Falqué,Torino F.C.,10.0,Spain
604,613,J. Pastore,Roma,27.0,Argentina
605,614,Maicon,Al Nassr,18.0,Brazil
606,615,S. Mustafi,Arsenal,20.0,Germany
607,616,F. Orellana,SD Eibar,14.0,Chile
608,617,Elkeson,Guangzhou FC,18.0,Brazil
609,618,Kike García,SD Eibar,17.0,Spain
610,619,Escudero,Sevilla FC,18.0,Spain
611,620,Mario Gaspar,Villarreal CF,2.0,Spain
612,621,L. Cabrera,Getafe CF,6.0,Uruguay
613,622,Herrerín,Athletic Club de Bilbao,13.0,Spain
614,623,H. Seferović,SL Benfica,14.0,Switzerland
615,624,Víctor Ruiz,Beşiktaş JK,4.0,Spain
616,625,G. Pezzella,Fiorentina,20.0,Argentina
617,626,Laguardia,Deportivo Alavés,5.0,Spain
618,627,I. Belfodil,TSG Hoffenheim,19.0,Algeria
619,628,A. Yarmolenko,West Ham United,7.0,Ukraine
620,629,W. Khazri,AS Saint-Étienne,10.0,Tunisia
621,630,P. Jones,Manchester United,4.0,England
622,631,E. Pérez,River Plate,24.0,Argentina
623,632,D. Caligiuri,FC Schalke 04,18.0,Italy
624,633,S. Aurier,Tottenham Hotspur,24.0,Côte d'Ivoire
625,634,R. Barkley,Chelsea,8.0,England
626,635,Danilo,Juventus,13.0,Brazil
627,636,N. Pallois,FC Nantes,4.0,France
628,637,Vitolo,Atlético de Madrid,20.0,Spain
629,638,M. Badelj,Fiorentina,5.0,Croatia
630,639,C. Tătărușanu,Olympique Lyonnais,30.0,Romania
631,640,J. Murillo,U.C. Sampdoria,21.0,Colombia
632,641,E. Dier,Tottenham Hotspur,15.0,England
633,642,D. da Costa,Eintracht Frankfurt,24.0,Germany
634,643,J. Tarkowski,Burnley,5.0,England
635,644,W. Boly,Wolverhampton Wanderers,15.0,France
636,645,L. Spinazzola,Roma,37.0,Italy
637,646,Zé Luís,FC Porto,20.0,Cape Verde Islands
638,647,L. Karius,Beşiktaş JK,1.0,Germany
639,648,N. Pope,Burnley,1.0,England
640,649,D. Suárez,Getafe CF,22.0,Uruguay
641,650,J. Brooks,VfL Wolfsburg,25.0,United States
642,651,K. Lala,RC Strasbourg Alsace,27.0,France
643,652,S. Arias,Atlético de Madrid,4.0,Colombia
644,653,Roque Mesa,CD Leganés,6.0,Spain
645,654,M. Batshuayi,Chelsea,23.0,Belgium
646,655,Mário Rui,Napoli,6.0,Portugal
647,656,T. Inui,SD Eibar,22.0,Japan
648,657,D. Baselli,Torino F.C.,8.0,Italy
649,658,J. Ward-Prowse,Southampton,16.0,England
650,659,T. Savanier,Montpellier Hérault SC,11.0,France
651,660,B. Davies,Tottenham Hotspur,33.0,Wales
652,661,Leo Baptistao,Wuhan FC,10.0,Brazil
653,662,D. Cheryshev,Valencia CF,11.0,Russia
654,663,M. Arnold,VfL Wolfsburg,27.0,Germany
655,664,L. Trossard,Brighton & Hove Albion,11.0,Belgium
656,665,C. Bacca,Villarreal CF,9.0,Colombia
657,666,S. Kolašinac,Arsenal,31.0,Bosnia and Herzegovina
658,667,J. Veltman,Ajax,3.0,Netherlands
659,668,A. Samaris,SL Benfica,22.0,Greece
660,669,A. Januzaj,Real Sociedad,11.0,Belgium
661,670,J. Hector,1. FC Köln,14.0,Germany
662,671,Fred,Manchester United,17.0,Brazil
663,672,F. Schär,Newcastle United,5.0,Switzerland
664,673,De Tomás,SL Benfica,9.0,Spain
665,674,Otávio,FC Porto,25.0,Brazil
666,675,Jonny,Wolverhampton Wanderers,19.0,Spain
667,676,M. Sanson,Olympique de Marseille,8.0,France
668,677,Rubén Peña,Villarreal CF,20.0,Spain
669,678,N. Stark,Hertha BSC,5.0,Germany
670,679,R. Zobnin,Spartak Moskva,47.0,Russia
671,680,Ricardo Horta,SC Braga,21.0,Portugal
672,681,A. Iwobi,Everton,17.0,Nigeria
673,682,R. Loftus-Cheek,Chelsea,12.0,England
674,683,A. Hamdallah,Al Nassr,9.0,Morocco
675,684,J. Lerma,AFC Bournemouth,8.0,Colombia
676,685,J. Gbamin,Everton,25.0,Côte d'Ivoire
677,686,D. Benedetto,Olympique de Marseille,9.0,Argentina
678,687,L. Sigali,Racing Club,30.0,Argentina
679,688,L. Alario,Bayer 04 Leverkusen,13.0,Argentina
680,689,D. Zappacosta,Chelsea,21.0,Italy
681,690,A. Saint-Maximin,Newcastle United,10.0,France
682,691,S. Lobotka,RC Celta de Vigo,14.0,Slovakia
683,692,L. Dubois,Olympique Lyonnais,14.0,France
684,693,M. Samatta,KRC Genk,10.0,Tanzania
685,694,Diego Carlos,Sevilla FC,20.0,Brazil
686,695,J. Denayer,Olympique Lyonnais,5.0,Belgium
687,696,Munir,Sevilla FC,11.0,Spain
688,697,Angeliño,Manchester City,12.0,Spain
689,698,J. Maddison,Leicester City,10.0,England
690,699,Wu Lei,RCD Espanyol de Barcelona,7.0,China PR
691,700,Raúl,SC Braga,34.0,Brazil
692,701,Mariano,Real Madrid CF,24.0,Dominican Republic
693,702,L. Klostermann,RB Leipzig,16.0,Germany
694,703,Petros,Al Nassr,6.0,Brazil
695,704,R. Aguilar,AS Monaco,12.0,France
696,705,K. Toko-Ekambi,Villarreal CF,17.0,Cameroon
697,706,Dyego Sousa,Shenzhen FC,40.0,Portugal
698,707,C. Pavón,LA Galaxy,10.0,Argentina
699,708,Merino,Real Sociedad,8.0,Spain
700,709,A. Golovin,AS Monaco,17.0,Russia
701,710,A. Diallo,Paris Saint-Germain,22.0,France
702,711,T. Kehrer,Paris Saint-Germain,4.0,Germany
703,712,B. Pavard,FC Bayern München,5.0,France
704,713,Soares,FC Porto,29.0,Brazil
705,714,R. Bentancur,Juventus,30.0,Uruguay
706,715,C. Pulisic,Chelsea,22.0,United States
707,716,S. Berge,KRC Genk,25.0,Norway
708,717,F. Balbuena,West Ham United,4.0,Paraguay
709,718,L. Pellegrini,Roma,7.0,Italy
710,719,F. Grillitsch,TSG Hoffenheim,11.0,Austria
711,720,André Silva,AC Milan,27.0,Portugal
712,721,M. Rashica,SV Werder Bremen,7.0,Kosovo
713,722,Rubén Alcaraz,Real Valladolid CF,14.0,Spain
714,723,A. Wan-Bissaka,Manchester United,29.0,England
715,725,B. Chilwell,Leicester City,3.0,England
716,726,Maikel Catarino,Clube Atlético Mineiro,2.0,Brazil
717,727,Antônio Chiamuloira,Intermilannacional,3.0,Brazil
718,728,Melvin Parrela,Centro Sportivo Alagoano,6.0,Brazil
719,729,Gabri Prestão,Intermilannacional,1.0,Brazil
720,730,Luimo Boas Santos,Santos,9.0,Brazil
721,731,F. Kessié,AC Milan,79.0,Côte d'Ivoire
722,732,A. Lafont,FC Nantes,1.0,France
723,733,Richarlison,Everton,7.0,Brazil
724,734,R. Malinovskyi,Atalanta,18.0,Ukraine
725,735,Wesley,Aston Villa,9.0,Brazil
726,736,S. Nakajima,FC Porto,10.0,Japan
727,737,Raphinha,Sporting CP,11.0,Brazil
728,738,Lucas Paquetá,AC Milan,39.0,Brazil
729,739,A. Hakimi,Borussia Dortmund,5.0,Morocco
730,740,D. Samassékou,TSG Hoffenheim,18.0,Mali
731,741,F. Chiesa,Fiorentina,25.0,Italy
732,742,Marc Roca,RCD Espanyol de Barcelona,21.0,Spain
733,743,T. Souček,SK Slavia Praha,22.0,Czech Republic
734,744,I. Konaté,RB Leipzig,6.0,France
735,745,D. Zagadou,Borussia Dortmund,2.0,France
736,746,Vinícius Jr.,Real Madrid CF,28.0,Brazil
737,747,Junior Firpo,FC Barcelona,24.0,Spain
738,748,Dani Olmo,Dinamo Zagreb,7.0,Spain
739,749,V. Tsygankov,Dynamo Kyiv,15.0,Ukraine
740,754,E. Belözoğlu,Fenerbahçe SK,5.0,Turkey
741,755,G. Ochoa,Club América,1.0,Mexico
742,756,C. Tévez,Boca Juniors,10.0,Argentina
743,757,J. Sosa,Trabzonspor,8.0,Argentina
744,758,Raffael,Borussia Mönchengladbach,11.0,Brazil
745,759,Andrés Fernández,Villarreal CF,13.0,Spain
746,760,J. Pinola,River Plate,22.0,Argentina
747,761,M. Zárate,Boca Juniors,19.0,Argentina
748,762,Hilton,Montpellier Hérault SC,4.0,Brazil
749,763,G. Hoarau,BSC Young Boys,99.0,France
750,764,A. Granqvist,Helsingborgs IF,4.0,Sweden
751,765,R. Babel,Galatasaray SK,11.0,Netherlands
752,766,T. Vermaelen,Vissel Kobe,4.0,Belgium
753,767,D. Abraham,Eintracht Frankfurt,19.0,Argentina
754,768,S. Nasri,RSC Anderlecht,14.0,France
755,769,I. Khune,Kaizer Chiefs,32.0,South Africa
756,770,A. Masiello,Atalanta,5.0,Italy
757,771,R. Bertrand,Southampton,21.0,England
758,772,J. dos Santos,LA Galaxy,8.0,Mexico
759,773,Gervinho,Parma,27.0,Côte d'Ivoire
760,774,N. Şahin,SV Werder Bremen,17.0,Turkey
761,775,S. Defour,Burnley,16.0,Belgium
762,776,K. Mirallas,Everton,28.0,Belgium
763,777,Manu García,Deportivo Alavés,19.0,Spain
764,778,Coke,Levante Unión Deportiva,23.0,Spain
765,779,V. Moses,Fenerbahçe SK,11.0,Nigeria
766,780,C. Ansaldi,Torino F.C.,15.0,Argentina
767,781,S. Mignolet,Club Brugge KV,88.0,Belgium
768,783,J. Tomkins,Crystal Palace,5.0,England
769,784,F. Caicedo,Lazio,20.0,Ecuador
770,785,V. Birsa,Cagliari,14.0,Slovenia
771,786,D. Mbokani,Royal Antwerp FC,70.0,Congo DR
772,787,C. Zapata,Genoa,2.0,Colombia
773,788,J. Hernández,West Ham United,9.0,Mexico
774,789,P. Diop,SD Eibar,8.0,Senegal
775,790,M. Sulejmani,BSC Young Boys,10.0,Serbia
776,791,D. Da Silva,Stade Rennais FC,3.0,France
777,792,Marcelo,Olympique Lyonnais,6.0,Brazil
778,793,Guilherme,FC Lokomotiv Moscow,1.0,Russia
779,794,S. Jovetić,AS Monaco,10.0,Montenegro
780,795,M. Cáceres,Lazio,2.0,Uruguay
781,796,J. Holebas,Watford,25.0,Greece
782,797,N. Amrabat,Al Nassr,11.0,Morocco
783,798,T. Deeney,Watford,9.0,England
784,799,L. Fejsa,SL Benfica,5.0,Serbia
785,800,D. Schwaab,PSV,6.0,Germany
786,801,O. Karnezis,Napoli,27.0,Greece
787,802,N. Petersen,Sport-Club Freiburg,18.0,Germany
788,803,P. Piatti,RCD Espanyol de Barcelona,19.0,Argentina
789,804,S. Wagner,Tianjin Jinmen Tiger FC,9.0,Germany
790,805,Bruno,Villarreal CF,21.0,Spain
791,806,Adrien Silva,Leicester City,23.0,Portugal
792,807,Mikel San José,Athletic Club de Bilbao,6.0,Spain
793,808,D. Welbeck,Watford,10.0,England
794,809,R. Zieler,Hannover 96,1.0,Germany
795,810,A. Barnes,Burnley,10.0,England
796,811,Rafael Tolói,Atalanta,2.0,Brazil
797,813,C. Grenier,Stade Rennais FC,8.0,France
798,814,Camacho,VfL Wolfsburg,4.0,Spain
799,815,Rafael Carioca,Tigres U.A.N.L.,5.0,Brazil
800,816,Alan Carvalho,Tianjin Quanjian FC,7.0,Brazil
801,817,R. Boudebouz,AS Saint-Étienne,7.0,Algeria
802,818,A. Mehmedi,VfL Wolfsburg,14.0,Switzerland
803,819,V. Wanyama,Tottenham Hotspur,12.0,Kenya
804,820,Daniel Carriço,Sevilla FC,6.0,Portugal
805,821,S. Rudy,TSG Hoffenheim,16.0,Germany
806,822,Souza,Al Ahli,6.0,Brazil
807,823,B. Hübner,TSG Hoffenheim,21.0,Germany
808,824,Iborra,Villarreal CF,10.0,Spain
809,825,J. Baumgartlinger,Bayer 04 Leverkusen,15.0,Austria
810,826,Rafael,Olympique Lyonnais,4.0,Brazil
811,827,B. Mee,Burnley,6.0,England
812,828,De Marcos,Athletic Club de Bilbao,18.0,Spain
813,829,M. Hitz,Borussia Dortmund,35.0,Switzerland
814,830,C. Kabasele,Watford,27.0,Belgium
815,831,N. Clyne,Liverpool,2.0,England
816,832,B. André,LOSC Lille,21.0,France
817,833,M. Antonio,West Ham United,30.0,England
818,834,P. Groß,Brighton & Hove Albion,13.0,Germany
819,835,J. Guðmundsson,Burnley,7.0,Iceland
820,836,D. Ginczek,VfL Wolfsburg,33.0,Germany
821,837,S. Duffy,Brighton & Hove Albion,4.0,Republic of Ireland
822,838,S. Cook,AFC Bournemouth,3.0,England
823,839,Jaume Costa,Valencia CF,3.0,Spain
824,840,R. Soriano,Bologna,21.0,Italy
825,841,G. Medel,Beşiktaş JK,6.0,Chile
826,842,D. Didavi,VfB Stuttgart,10.0,Germany
827,843,A. Delort,Montpellier Hérault SC,9.0,Algeria
828,844,Hugo Mallo,RC Celta de Vigo,2.0,Spain
829,845,A. Townsend,Crystal Palace,10.0,England
830,846,T. Cairney,Fulham,10.0,Scotland
831,847,A. Finnbogason,FC Augsburg,27.0,Iceland
832,848,Joel Robles,Real Betis Balompié,1.0,Spain
833,849,N. Lodeiro,Seattle Sounders FC,10.0,Uruguay
834,850,G. Krychowiak,FC Lokomotiv Moscow,7.0,Poland
835,851,F. Lejeune,Newcastle United,20.0,France
836,852,Sérgio Oliveira,FC Porto,27.0,Portugal
837,853,B. Stambouli,FC Schalke 04,17.0,France
838,854,K. Malcuit,Napoli,2.0,France
839,855,V. Aboubakar,FC Porto,9.0,Cameroon
840,856,M. Gregoritsch,FC Augsburg,11.0,Austria
841,857,Nolito,Sevilla FC,8.0,Spain
842,858,M. Sels,RC Strasbourg Alsace,1.0,Belgium
843,859,L. Dunk,Brighton & Hove Albion,5.0,England
844,860,S. Rode,Eintracht Frankfurt,17.0,Germany
845,861,M. Uth,FC Schalke 04,7.0,Germany
846,862,A. Soumaoro,LOSC Lille,5.0,France
847,863,Pedro Mendes,Montpellier Hérault SC,5.0,Portugal
848,864,A. Marchesín,FC Porto,32.0,Argentina
849,865,M. Doherty,Wolverhampton Wanderers,2.0,Republic of Ireland
850,866,David López,RCD Espanyol de Barcelona,15.0,Spain
851,867,G. Ramírez,U.C. Sampdoria,11.0,Uruguay
852,868,J. Veretout,Roma,38.0,France
853,869,M. Rojo,Manchester United,16.0,Argentina
854,870,R. Freuler,Atalanta,11.0,Switzerland
855,871,Naldo,RCD Espanyol de Barcelona,5.0,Brazil
856,872,J. Gouweleeuw,FC Augsburg,6.0,Netherlands
857,873,D. Demme,RB Leipzig,31.0,Germany
858,874,Fernando,Beijing Guoan FC,11.0,Brazil
859,875,A. Schwolow,Sport-Club Freiburg,1.0,Germany
860,876,J. Vestergaard,Southampton,4.0,Denmark
861,877,G. Defrel,Roma,21.0,France
862,878,Álvaro,Olympique de Marseille,3.0,Spain
863,879,J. Butland,Stoke City,1.0,England
864,880,A. Carrillo,Al Hilal,19.0,Peru
865,881,J. Lascelles,Newcastle United,6.0,England
866,883,V. Fischer,F.C. København,7.0,Denmark
867,884,K. Fortounis,Olympiacos CFP,7.0,Greece
868,885,S. García,Godoy Cruz,18.0,Uruguay
869,886,Denis Suárez,RC Celta de Vigo,6.0,Spain
870,887,K. Rekik,Hertha BSC,4.0,Netherlands
871,888,O. Yokuşlu,RC Celta de Vigo,5.0,Turkey
872,889,S. Meïté,Torino F.C.,23.0,France
873,890,J. Boëtius,1. FSV Mainz 05,5.0,Netherlands
874,891,Djaniny,Al Ahli,21.0,Cape Verde Islands
875,892,Z. Feddal,Real Betis Balompié,4.0,Morocco
876,893,L. Pavoletti,Cagliari,30.0,Italy
877,894,R. Olsen,Roma,1.0,Sweden
878,895,G. Pizarro,Tigres U.A.N.L.,19.0,Argentina
879,896,B. Traoré,Olympique Lyonnais,10.0,Burkina Faso
880,897,B. Cristante,Roma,4.0,Italy
881,898,C. Hérelle,OGC Nice,29.0,France
882,899,M. de Roon,Atalanta,15.0,Netherlands
883,900,H. Sakai,Olympique de Marseille,2.0,Japan
884,901,Omar Mascarell,FC Schalke 04,6.0,Spain
885,902,Óliver Torres,Sevilla FC,21.0,Spain
886,903,F. Mollet,Montpellier Hérault SC,25.0,France
887,904,G. Laborde,Montpellier Hérault SC,10.0,France
888,905,J. Hofmann,Borussia Mönchengladbach,23.0,Germany
889,906,D. Berardi,U.S. Sassuolo Calcio,25.0,Italy
890,907,Bruma,PSV,7.0,Portugal
891,908,I. Amadou,Norwich City,24.0,France
892,909,V. Grifo,TSG Hoffenheim,32.0,Italy
893,910,M. Meyer,Crystal Palace,7.0,Germany
894,911,R. Gagliardini,Intermilan,5.0,Italy
895,912,José Sá,Olympiacos CFP,1.0,Portugal
896,913,L. Dendoncker,Wolverhampton Wanderers,32.0,Belgium
897,914,R. De Paul,Udinese Calcio,10.0,Argentina
898,915,D. Selke,Hertha BSC,27.0,Germany
899,916,M. Lemina,Southampton,18.0,Gabon
900,917,D. Origi,Liverpool,27.0,Belgium
901,918,G. Kanga,AC Sparta Praha,9.0,Gabon
902,919,F. Tait,Stade Rennais FC,20.0,France
903,920,D. Laxalt,AC Milan,93.0,Uruguay
904,921,E. Pulgar,Fiorentina,7.0,Chile
905,922,A. Selikhov,Spartak Moskva,57.0,Russia
906,923,F. Fabra,Boca Juniors,18.0,Colombia
907,924,A. Miranchuk,FC Lokomotiv Moscow,59.0,Russia
908,925,G. Cano,Independiente Medellín,14.0,Argentina
909,927,C. Izquierdoz,Boca Juniors,24.0,Argentina
910,928,J. Musso,Udinese Calcio,1.0,Argentina
911,929,A. Donatti,Racing Club,2.0,Argentina
912,930,R. Saravia,FC Porto,24.0,Argentina
913,931,Rúben Vezo,Levante Unión Deportiva,14.0,Portugal
914,932,N. Maksimović,Napoli,19.0,Serbia
915,933,Ayoze Pérez,Leicester City,17.0,Spain
916,934,A. Mitrović,Fulham,9.0,Serbia
917,935,I. Fernández,River Plate,26.0,Argentina
918,936,N. Domínguez,Racing Club,23.0,Argentina
919,937,Capa,Athletic Club de Bilbao,21.0,Spain
920,938,Marcelo Goiano,Demir Grup Sivasspor,87.0,Brazil
921,939,J. Seri,Galatasaray SK,6.0,Côte d'Ivoire
922,940,Bastos,Lazio,15.0,Angola
923,941,M. Dahoud,Borussia Dortmund,8.0,Germany
924,942,G. Maripán,Deportivo Alavés,6.0,Chile
925,943,R. Battaglia,Sporting CP,16.0,Argentina
926,944,B. Santamaria,Angers SCO,18.0,France
927,945,H. Hateboer,Atalanta,33.0,Netherlands
928,946,M. Diagne,Galatasaray SK,91.0,Senegal
929,947,Y. Mina,Everton,13.0,Colombia
930,948,N. Elvedi,Borussia Mönchengladbach,30.0,Switzerland
931,949,M. Ødegaard,Real Sociedad,21.0,Norway
932,950,G. Arias,Racing Club,1.0,Chile
933,951,Joelinton,Newcastle United,9.0,Brazil
934,952,O. Al Soma,Al Ahli,9.0,Syria
935,953,J. Andersen,Olympique Lyonnais,3.0,Denmark
936,954,Joan Jordán,Sevilla FC,24.0,Spain
937,955,J. Bamba,LOSC Lille,14.0,France
938,956,A. Meret,Napoli,1.0,Italy
939,957,E. Skhiri,1. FC Köln,28.0,Tunisia
940,958,N. Amiri,Bayer 04 Leverkusen,11.0,Germany
941,959,M. Campaña,Club Atlético Independiente,25.0,Uruguay
942,960,B. Verbič,Dynamo Kyiv,7.0,Slovenia
943,961,G. Martínez,Atlanta United,10.0,Argentina
944,962,Daniel Podence,Olympiacos CFP,10.0,Portugal
945,963,L. Tousart,Olympique Lyonnais,29.0,France
946,964,O. Zinchenko,Manchester City,11.0,Ukraine
947,965,S. Deli,Club Brugge KV,17.0,Côte d'Ivoire
948,966,D. Zakaria,Borussia Mönchengladbach,8.0,Switzerland
949,967,G. Dzhikiya,Spartak Moskva,14.0,Russia
950,968,Ronaldo Esler,Clube Atlético Mineiro,5.0,Brazil
951,969,Claudio Coíntra,Intermilannacional,8.0,Brazil
952,970,Everticinho,Grêmio,2.0,Brazil
953,971,Sidney Pessinho,Intermilannacional,6.0,Brazil
954,972,I. Diop,West Ham United,23.0,France
955,973,Y. Yazıcı,LOSC Lille,12.0,Turkey
956,974,D. Dumfries,PSV,22.0,Netherlands
957,975,H. Onyekuru,AS Monaco,7.0,Nigeria
958,976,Bruno Viana,SC Braga,36.0,Brazil
959,977,D. Rice,West Ham United,41.0,England
960,978,J. Ikoné,LOSC Lille,10.0,France
961,979,F. Neuhaus,Borussia Mönchengladbach,32.0,Germany
962,980,I. Sarr,Watford,23.0,Senegal
963,981,C. Ünder,Roma,17.0,Turkey
964,982,M. Zaracho,Racing Club,28.0,Argentina
965,983,Aarón Martín,1. FSV Mainz 05,3.0,Spain
966,984,J. Mateta,1. FSV Mainz 05,9.0,France
967,985,M. Ngadeu,KAA Gent,5.0,Cameroon
968,986,E. Bardhi,Levante Unión Deportiva,10.0,North Macedonia
969,987,N. Maksimović,Getafe CF,20.0,Serbia
970,988,Calero,RCD Espanyol de Barcelona,24.0,Spain
971,989,Ferro,SL Benfica,97.0,Portugal
972,990,Júnior Moraes,Shakhtar Donetsk,10.0,Ukraine
973,994,D. Baier,FC Augsburg,10.0,Germany
974,995,Jô,Nagoya Grampus,7.0,Brazil
975,996,A. Pyatov,Shakhtar Donetsk,30.0,Ukraine
976,997,Iván Ramis,SD Eibar,4.0,Spain
977,998,Iván Cuéllar,CD Leganés,1.0,Spain
978,999,K. Huntelaar,Ajax,9.0,Netherlands
979,1000,J. Hart,Burnley,20.0,England
980,1001,G. Clichy,İstanbul Başakşehir FK,3.0,France
981,1002,A. Young,Manchester United,18.0,England
982,1003,R. Civelli,Club Atlético Banfield,2.0,Argentina
983,1004,D. Cvitanich,Racing Club,20.0,Argentina
984,1005,J. Farfán,FC Lokomotiv Moscow,8.0,Peru
985,1006,Gelson Fernandes,Eintracht Frankfurt,5.0,Switzerland
986,1007,Javi García,Real Betis Balompié,3.0,Spain
987,1008,V. Ibišević,Hertha BSC,19.0,Bosnia and Herzegovina
988,1009,G. Pellè,Shandong Taishan,9.0,Italy
989,1010,B. Wright-Phillips,New York Red Bulls,99.0,England
990,1011,G. Cahill,Crystal Palace,24.0,England
991,1012,T. Walcott,Everton,11.0,England
992,1013,Danilo,Bologna,23.0,Brazil
993,1014,I. Scocco,River Plate,32.0,Argentina
994,1015,E. Elia,İstanbul Başakşehir FK,11.0,Netherlands
