,index,common_entity,entity3,entity2,entity1
388,392,The Nutcracker in 3D,2010.0,Andrey Konchalovskiy,Shirley Henderson
389,393,Seabiscuit,2003.0,Gary Ross,Jeff Bridges
390,394,Twister,1996.0,Jan de Bont,Philip Seymour Hoffman
391,395,The Fast and the Furious,2001.0,Rob Cohen,Paul Walker
392,396,Cast Away,2000.0,Robert Zemeckis,Tom Hanks
393,397,Happy Feet,2006.0,George Miller,Robin Williams
394,398,The Bourne Supremacy,2004.0,Paul Greengrass,Matt Damon
395,399,Air Force One,1997.0,Wolfgang Petersen,Harrison Ford
396,400,Ocean's Eleven,2001.0,Steven Soderbergh,Brad Pitt
397,401,The Three Musketeers,2011.0,Paul W.S. Anderson,Milla Jovovich
398,402,Hotel Transylvania,2012.0,Genndy Tartakovsky,Steve Buscemi
399,403,Enchanted,2007.0,Kevin Lima,Jeff Bennett
400,405,Safe House,2012.0,Daniel Espinosa,Denzel Washington
401,406,102 Dalmatians,2000.0,Kevin Lima,Ioan Gruffudd
402,407,Tower Heist,2011.0,Brett Ratner,Matthew Broderick
403,408,The Holiday,2006.0,Nancy Meyers,Kate Winslet
404,409,Enemy of the State,1998.0,Tony Scott,Will Smith
405,410,It's Complicated,2009.0,Nancy Meyers,Meryl Streep
406,411,Ocean's Thirteen,2007.0,Steven Soderbergh,Al Pacino
407,412,Open Season,2006.0,Roger Allers,Jon Favreau
408,413,Divergent,2014.0,Neil Burger,Kate Winslet
409,414,Enemy at the Gates,2001.0,Jean-Jacques Annaud,Bob Hoskins
410,415,The Rundown,2003.0,Peter Berg,Dwayne Johnson
411,416,Last Action Hero,1993.0,John McTiernan,F. Murray Abraham
412,417,Memoirs of a Geisha,2005.0,Rob Marshall,Li Gong
413,418,The Fast and the Furious: Tokyo Drift,2006.0,Justin Lin,Amber Stevens West
414,419,Arthur Christmas,2011.0,Sarah Smith,Jim Broadbent
415,420,Meet Joe Black,1998.0,Martin Brest,Anthony Hopkins
416,421,Collateral Damage,2002.0,Andrew Davis,Raymond Cruz
417,422,All That Jazz,1979.0,Bob Fosse,Roy Scheider
418,423,Mirror Mirror,2012.0,Tarsem Singh,Julia Roberts
419,424,Scott Pilgrim vs. the World,2010.0,Edgar Wright,Anna Kendrick
420,425,The Core,2003.0,Jon Amiel,Glenn Morshower
421,426,Nutty Professor II: The Klumps,2000.0,Peter Segal,Larry Miller
422,427,Scooby-Doo,2002.0,Raja Gosnell,Sarah Michelle Gellar
423,428,Dredd,2012.0,Pete Travis,Wood Harris
424,429,Click,2006.0,Frank Coraci,Adam Sandler
425,430,Creepshow,1982.0,George A. Romero,Ted Danson
426,431,Cats & Dogs: The Revenge of Kitty Galore,2010.0,Brad Peyton,Jack McBrayer
427,432,Jumper,2008.0,Doug Liman,Kristen Stewart
428,433,Hellboy II: The Golden Army,2008.0,Guillermo del Toro,Seth MacFarlane
429,434,Zodiac,2007.0,David Fincher,Robert Downey Jr.
430,435,The 6th Day,2000.0,Roger Spottiswoode,Robert Duvall
431,436,Bruce Almighty,2003.0,Tom Shadyac,Morgan Freeman
432,437,The Expendables,2010.0,Sylvester Stallone,Jason Statham
433,438,Mission: Impossible,1996.0,Brian De Palma,Tom Cruise
434,439,The Hunger Games,2012.0,Gary Ross,Jennifer Lawrence
435,440,The Hangover Part II,2011.0,Todd Phillips,Bradley Cooper
436,441,Batman Returns,1992.0,Tim Burton,Michael Gough
437,442,Over the Hedge,2006.0,Tim Johnson,Bruce Willis
438,443,Lilo & Stitch,2002.0,Dean DeBlois,Tia Carrere
439,444,Charlotte's Web,2006.0,Gary Winick,Steve Buscemi
440,445,Deep Impact,1998.0,Mimi Leder,Morgan Freeman
441,446,RED 2,2013.0,Dean Parisot,Bruce Willis
442,447,The Longest Yard,2005.0,Peter Segal,Adam Sandler
443,448,Alvin and the Chipmunks: Chipwrecked,2011.0,Mike Mitchell,Amy Poehler
444,449,Grown Ups 2,2013.0,Dennis Dugan,Steve Buscemi
445,450,Get Smart,2008.0,Peter Segal,Bill Murray
446,451,Something's Gotta Give,2003.0,Nancy Meyers,Keanu Reeves
447,452,Shutter Island,2010.0,Martin Scorsese,Leonardo DiCaprio
448,453,Four Christmases,2008.0,Seth Gordon,Jon Favreau
449,454,Robots,2005.0,Chris Wedge,Jim Broadbent
450,455,Face/Off,1997.0,John Woo,Nicolas Cage
451,456,Bedtime Stories,2008.0,Adam Shankman,Adam Sandler
452,457,Road to Perdition,2002.0,Sam Mendes,Tom Hanks
453,458,Just Go with It,2011.0,Dennis Dugan,Adam Sandler
454,460,Con Air,1997.0,Simon West,Steve Buscemi
455,461,Eagle Eye,2008.0,D.J. Caruso,Rosario Dawson
456,462,Cold Mountain,2003.0,Anthony Minghella,Philip Seymour Hoffman
457,463,The Book of Eli,2010.0,Albert Hughes,Denzel Washington
458,464,Flubber,1997.0,Les Mayfield,Robin Williams
459,465,The Haunting,1999.0,Jan de Bont,Liam Neeson
460,466,Space Jam,1996.0,Joe Pytka,Bill Murray
461,467,The Pink Panther,2006.0,Shawn Levy,Roger Rees
462,468,The Day the Earth Stood Still,2008.0,Scott Derrickson,Keanu Reeves
463,469,Conspiracy Theory,1997.0,Richard Donner,Julia Roberts
464,470,Fury,2014.0,David Ayer,Brad Pitt
465,471,Six Days Seven Nights,1998.0,Ivan Reitman,Harrison Ford
466,472,Yogi Bear,2010.0,Eric Brevig,Justin Timberlake
467,473,Spirit: Stallion of the Cimarron,2002.0,Kelly Asbury,Matt Damon
468,474,Zookeeper,2011.0,Frank Coraci,Rosario Dawson
469,475,Lost in Space,1998.0,Stephen Hopkins,Gary Oldman
470,476,The Manchurian Candidate,2004.0,Jonathan Demme,Denzel Washington
471,477,Déjà Vu,1997.0,Henry Jaglom,Vanessa Redgrave
472,478,Hotel Transylvania 2,2015.0,Genndy Tartakovsky,Steve Buscemi
473,480,Fantasia 2000,1999.0,James Algar,Quincy Jones
474,481,The Time Machine,2002.0,Simon Wells,Mark Addy
475,482,Mighty Joe Young,1998.0,Ron Underwood,Charlize Theron
476,483,Swordfish,2001.0,Dominic Sena,Hugh Jackman
477,484,The Legend of Zorro,2005.0,Martin Campbell,Michael Emerson
478,485,What Dreams May Come,1998.0,Vincent Ward,Robin Williams
479,486,Little Nicky,2000.0,Steven Brill,Adam Sandler
480,487,The Brothers Grimm,2005.0,Terry Gilliam,Matt Damon
481,488,Mars Attacks!,1996.0,Tim Burton,Natalie Portman
482,489,Evolution,2015.0,Lucile Hadzihalilovic,Nissim Renard
483,490,The Edge,1997.0,Lee Tamahori,Anthony Hopkins
484,491,Surrogates,2009.0,Jonathan Mostow,Bruce Willis
485,492,Thirteen Days,2000.0,Roger Donaldson,Bruce Greenwood
486,493,Daylight,1996.0,Rob Cohen,Sylvester Stallone
487,494,Walking with Dinosaurs 3D,2013.0,Barry Cook,Charlie Rowe
488,495,Battlefield Earth,2000.0,Roger Christian,Richard Tyson
489,496,Looney Tunes: Back in Action,2003.0,Joe Dante,Brendan Fraser
490,497,Nine,2009.0,Rob Marshall,Fergie
491,498,Timeline,2003.0,Richard Donner,Paul Walker
492,499,The Postman,1997.0,Kevin Costner,Olivia Williams
493,500,Babe: Pig in the City,1998.0,George Miller,Adam Goldberg
494,501,The Last Witch Hunter,2015.0,Breck Eisner,Vin Diesel
495,502,Red Planet,2000.0,Antony Hoffman,Bob Neill
496,503,Arthur and the Invisibles,2006.0,Luc Besson,Mia Farrow
497,504,Oceans,2009.0,Jacques Perrin,Pedro Armendáriz Jr.
498,505,A Sound of Thunder,2005.0,Peter Hyams,David Oyelowo
499,506,Pompeii,2014.0,Paul W.S. Anderson,Sasha Roiz
500,507,Top Cat Begins,2015.0,Andrés Couturier,Sariann Monaco
501,508,A Beautiful Mind,2001.0,Ron Howard,Adam Goldberg
502,509,The Lion King,1994.0,Roger Allers,Matthew Broderick
503,510,Journey 2: The Mysterious Island,2012.0,Brad Peyton,Josh Hutcherson
504,511,Cloudy with a Chance of Meatballs 2,2013.0,Cody Cameron,Will Forte
505,512,Red Dragon,2002.0,Brett Ratner,Philip Seymour Hoffman
506,513,Hidalgo,2004.0,Joe Johnston,J.K. Simmons
507,514,Jack and Jill,2011.0,Dennis Dugan,Al Pacino
508,515,2 Fast 2 Furious,2003.0,John Singleton,Paul Walker
509,516,The Little Prince,2015.0,Mark Osborne,Jeff Bridges
510,517,The Invasion,2007.0,Oliver Hirschbiegel,Roger Rees
511,518,The Adventures of Rocky & Bullwinkle,2000.0,Des McAnuff,Robert De Niro
512,519,The Secret Life of Pets,2016.0,Yarrow Cheney,Steve Coogan
513,520,The League of Extraordinary Gentlemen,2003.0,Stephen Norrington,Jason Flemyng
514,521,Despicable Me 2,2013.0,Pierre Coffin,Steve Carell
515,522,Independence Day,1996.0,Roland Emmerich,Will Smith
516,523,The Lost World: Jurassic Park,1997.0,Steven Spielberg,Ariana Richards
517,524,Madagascar,2005.0,Eric Darnell,Jada Pinkett Smith
518,525,Children of Men,2006.0,Alfonso Cuarón,Charlie Hunnam
519,526,X-Men,2000.0,Bryan Singer,Hugh Jackman
520,527,Wanted,2008.0,Timur Bekmambetov,Angelina Jolie Pitt
521,528,The Rock,1996.0,Michael Bay,Nicolas Cage
522,529,Ice Age: The Meltdown,2006.0,Carlos Saldanha,Denis Leary
523,530,50 First Dates,2004.0,Peter Segal,Adam Sandler
524,531,Hairspray,2007.0,Adam Shankman,Jerry Stiller
525,532,Exorcist: The Beginning,2004.0,Renny Harlin,James D'Arcy
526,533,Inspector Gadget,1999.0,David Kellogg,Matthew Broderick
527,534,Now You See Me,2013.0,Louis Leterrier,Morgan Freeman
528,535,Grown Ups,2010.0,Dennis Dugan,Steve Buscemi
529,536,The Terminal,2004.0,Steven Spielberg,Tom Hanks
530,538,Hotel for Dogs,2009.0,Thor Freudenthal,Don Cheadle
531,539,Vertical Limit,2000.0,Martin Campbell,Nicholas Lea
532,540,Charlie Wilson's War,2007.0,Mike Nichols,Philip Seymour Hoffman
533,541,Shark Tale,2004.0,Bibo Bergeron,Robert De Niro
534,542,Dreamgirls,2006.0,Bill Condon,Loretta Devine
535,544,Be Cool,2005.0,F. Gary Gray,Dwayne Johnson
536,545,Munich,2005.0,Steven Spielberg,Ayelet Zurer
537,546,Tears of the Sun,2003.0,Antoine Fuqua,Bruce Willis
538,547,Killers,2010.0,Robert Luketic,Tom Selleck
539,548,The Man from U.N.C.L.E.,2015.0,Guy Ritchie,Henry Cavill
540,549,Spanglish,2004.0,James L. Brooks,Adam Sandler
541,550,Monster House,2006.0,Gil Kenan,Steve Buscemi
542,551,Bandits,2001.0,Barry Levinson,Bruce Willis
543,552,First Knight,1995.0,Jerry Zucker,Julia Ormond
544,553,Anna and the King,1999.0,Andy Tennant,Bai Ling
545,554,Immortals,2011.0,Tarsem Singh,Henry Cavill
546,555,Hostage,2005.0,Florent-Emilio Siri,Jimmy Bennett
547,556,Titan A.E.,2000.0,Don Bluth,Matt Damon
548,557,Hollywood Homicide,2003.0,Ron Shelton,Harrison Ford
549,558,Soldier,1998.0,Paul W.S. Anderson,Connie Nielsen
550,559,Carriers,2009.0,David Pastor,Christopher Meloni
551,560,Monkeybone,2001.0,Henry Selick,Brendan Fraser
552,561,Flight of the Phoenix,2004.0,John Moore,Dennis Quaid
553,562,Unbreakable,2000.0,M. Night Shyamalan,Robin Wright
554,563,Minions,2015.0,Kyle Balda,Steve Carell
555,564,Sucker Punch,2011.0,Zack Snyder,Jon Hamm
556,565,Snake Eyes,1998.0,Brian De Palma,Nicolas Cage
557,566,Sphere,1998.0,Barry Levinson,Peter Coyote
558,567,The Angry Birds Movie,2016.0,Clay Kaytis,Peter Dinklage
559,568,Fool's Gold,2008.0,Andy Tennant,Matthew McConaughey
560,569,Funny People,2009.0,Judd Apatow,Adam Sandler
561,570,The Kingdom,2007.0,Peter Berg,Jennifer Garner
562,571,Talladega Nights: The Ballad of Ricky Bobby,2006.0,Adam McKay,Will Ferrell
563,572,Dr. Dolittle 2,2001.0,Steve Carr,Raven-Symoné
564,573,Braveheart,1995.0,Mel Gibson,Mhairi Calvey
565,574,Jarhead,2005.0,Sam Mendes,Jake Gyllenhaal
566,575,The Simpsons Movie,2007.0,David Silverman,Albert Brooks
567,576,The Majestic,2001.0,Frank Darabont,Martin Landau
568,577,Driven,2001.0,Renny Harlin,Sylvester Stallone
569,578,Two Brothers,2004.0,Jean-Jacques Annaud,David Gant
570,579,The Village,2004.0,M. Night Shyamalan,Bryce Dallas Howard
571,580,Doctor Dolittle,1998.0,Betty Thomas,Oliver Platt
572,581,Signs,2002.0,M. Night Shyamalan,Rory Culkin
573,582,Shrek 2,2004.0,Andrew Adamson,Rupert Everett
574,583,Cars,2006.0,John Lasseter,John Ratzenberger
575,584,Runaway Bride,1999.0,Garry Marshall,Julia Roberts
576,585,xXx,2002.0,Rob Cohen,Vin Diesel
577,586,The SpongeBob Movie: Sponge Out of Water,2015.0,Paul Tibbitt,Tim Conway
578,587,Ransom,1996.0,Ron Howard,Lili Taylor
579,588,Inglourious Basterds,2009.0,Quentin Tarantino,Michael Fassbender
580,589,Hook,1991.0,Steven Spielberg,Robin Williams
581,590,Hercules,2014.0,Brett Ratner,Dwayne Johnson
582,591,Die Hard 2,1990.0,Renny Harlin,Bruce Willis
583,592,S.W.A.T.,2003.0,Clark Johnson,Jeremy Renner
584,594,Vanilla Sky,2001.0,Cameron Crowe,Tom Cruise
585,595,Lady in the Water,2006.0,M. Night Shyamalan,Bryce Dallas Howard
586,596,AVP: Alien vs. Predator,2004.0,Paul W.S. Anderson,Sanaa Lathan
587,597,Alvin and the Chipmunks: The Squeakquel,2009.0,Betty Thomas,Amy Poehler
588,598,We Were Soldiers,2002.0,Randall Wallace,Jon Hamm
589,599,Olympus Has Fallen,2013.0,Antoine Fuqua,Gerard Butler
590,600,Star Trek: Insurrection,1998.0,Jonathan Frakes,LeVar Burton
591,601,Battle Los Angeles,2011.0,Jonathan Liebesman,Noel Fisher
592,602,Big Fish,2003.0,Tim Burton,Steve Buscemi
593,603,Wolf,1994.0,Mike Nichols,David Hyde Pierce
594,604,War Horse,2011.0,Steven Spielberg,Jeremy Irvine
595,605,The Monuments Men,2014.0,George Clooney,Bill Murray
596,606,The Abyss,1989.0,James Cameron,Michael Biehn
597,607,Wall Street: Money Never Sleeps,2010.0,Oliver Stone,Frank Langella
598,608,Dracula Untold,2014.0,Gary Shore,Dominic Cooper
599,609,The Siege,1998.0,Edward Zwick,Denzel Washington
600,610,Stardust,2007.0,Matthew Vaughn,Henry Cavill
601,611,Seven Years in Tibet,1997.0,Jean-Jacques Annaud,Brad Pitt
602,612,The Dilemma,2011.0,Ron Howard,Channing Tatum
603,613,Bad Company,2002.0,Joel Schumacher,Anthony Hopkins
604,614,Doom,2005.0,Andrzej Bartkowiak,Dwayne Johnson
605,615,I Spy,2002.0,Betty Thomas,Gary Cole
606,616,Underworld: Awakening,2012.0,Måns Mårlind,Theo James
607,617,Rock of Ages,2012.0,Adam Shankman,James Martin Kelly
608,618,Hart's War,2002.0,Gregory Hoblit,Bruce Willis
609,619,Killer Elite,2011.0,Gary McKendry,Jason Statham
610,620,Rollerball,2002.0,John McTiernan,LL Cool J
611,621,Ballistic: Ecks vs. Sever,2002.0,Wych Kaosayananda,Talisa Soto
612,622,Hard Rain,1998.0,Mikael Salomon,Morgan Freeman
613,623,Osmosis Jones,2001.0,Bobby Farrelly,Ron Howard
614,624,Legends of Oz: Dorothy's Return,2013.0,Will Finn,Lea Michele
615,625,Blackhat,2015.0,Michael Mann,Chris Hemsworth
616,626,Sky Captain and the World of Tomorrow,2004.0,Kerry Conran,Angelina Jolie Pitt
617,627,Basic Instinct 2,2006.0,Michael Caton-Jones,Charlotte Rampling
618,628,Escape Plan,2013.0,Mikael Håfström,Sylvester Stallone
619,629,The Legend of Hercules,2014.0,Renny Harlin,Roxanne McKee
620,630,The Sum of All Fears,2002.0,Phil Alden Robinson,Morgan Freeman
621,631,The Twilight Saga: Eclipse,2010.0,David Slade,Robert Pattinson
622,632,The Score,2001.0,Frank Oz,Robert De Niro
623,633,Despicable Me,2010.0,Pierre Coffin,Steve Carell
624,634,Money Train,1995.0,Joseph Ruben,Vincent Pastore
625,635,Ted 2,2015.0,Seth MacFarlane,Liam Neeson
626,636,Agora,2009.0,Alejandro Amenábar,Max Minghella
627,637,Mystery Men,1999.0,Kinka Usher,Janeane Garofalo
628,638,Hall Pass,2011.0,Bobby Farrelly,Jenna Fischer
629,639,The Insider,1999.0,Michael Mann,Al Pacino
630,640,The Finest Hours,2016.0,Craig Gillespie,Michael Raymond-James
631,641,Body of Lies,2008.0,Ridley Scott,Leonardo DiCaprio
632,642,Dinner for Schmucks,2010.0,Jay Roach,Steve Carell
633,643,Abraham Lincoln: Vampire Hunter,2012.0,Timur Bekmambetov,Rufus Sewell
634,644,Entrapment,1999.0,Jon Amiel,Will Patton
635,646,The X Files,1998.0,Rob Bowman,Martin Landau
636,647,The Last Legion,2007.0,Doug Lefler,Colin Firth
637,648,Saving Private Ryan,1998.0,Steven Spielberg,Tom Hanks
638,649,Need for Speed,2014.0,Scott Waugh,Rami Malek
639,650,What Women Want,2000.0,Nancy Meyers,Judy Greer
640,651,Ice Age,2002.0,Chris Wedge,Goran Visnjic
641,652,Dreamcatcher,2003.0,Lawrence Kasdan,Morgan Freeman
642,653,Lincoln,2012.0,Steven Spielberg,Joseph Gordon-Levitt
643,654,The Matrix,1999.0,Lana Wachowski,Keanu Reeves
644,655,Apollo 13,1995.0,Ron Howard,Tom Hanks
645,656,Total Recall,1990.0,Paul Verhoeven,Ronny Cox
646,657,The Santa Clause 2,2002.0,Michael Lembeck,Judge Reinhold
647,658,Les Misérables,2012.0,Tom Hooper,Hugh Jackman
648,659,You've Got Mail,1998.0,Nora Ephron,Tom Hanks
649,660,Step Brothers,2008.0,Adam McKay,Will Ferrell
650,661,The Mask of Zorro,1998.0,Martin Campbell,Anthony Hopkins
651,662,Due Date,2010.0,Todd Phillips,Robert Downey Jr.
652,663,Unbroken,2014.0,Angelina Jolie Pitt,Finn Wittrock
653,664,Space Cowboys,2000.0,Clint Eastwood,Clint Eastwood
654,665,Cliffhanger,1993.0,Renny Harlin,Sylvester Stallone
655,666,Broken Arrow,1996.0,John Woo,Delroy Lindo
656,667,The Kid,2000.0,Jon Turteltaub,Bruce Willis
657,668,World Trade Center,2006.0,Oliver Stone,Nicolas Cage
658,669,Mona Lisa Smile,2003.0,Mike Newell,Julia Roberts
659,670,The Dictator,2012.0,Larry Charles,Sayed Badreya
660,671,Eyes Wide Shut,1999.0,Stanley Kubrick,Tom Cruise
661,672,Annie,2014.0,Will Gluck,Quvenzhané Wallis
662,673,Focus,2015.0,Glenn Ficarra,Will Smith
663,674,This Means War,2012.0,McG,Tom Hardy
664,675,Blade: Trinity,2004.0,David S. Goyer,Ryan Reynolds
665,676,Red Dawn,1984.0,John Milius,Lea Thompson
666,677,Primary Colors,1998.0,Mike Nichols,Maura Tierney
667,678,Resident Evil: Retribution,2012.0,Paul W.S. Anderson,Milla Jovovich
668,679,Death Race,2008.0,Paul W.S. Anderson,Jason Statham
669,680,The Long Kiss Goodnight,1996.0,Renny Harlin,Melina Kanakaredes
670,681,Proof of Life,2000.0,Taylor Hackford,Pamela Reed
671,682,Zathura: A Space Adventure,2005.0,Jon Favreau,Kristen Stewart
672,683,Fight Club,1999.0,David Fincher,Brad Pitt
673,684,We Are Marshall,2006.0,McG,Matthew McConaughey
674,686,Hudson Hawk,1991.0,Michael Lehmann,Bruce Willis
675,687,Lucky Numbers,2000.0,Nora Ephron,Michael Rapaport
676,688,"I, Frankenstein",2014.0,Stuart Beattie,Caitlin Stasey
677,689,Oliver Twist,2005.0,Roman Polanski,Ian McNeice
678,690,Elektra,2005.0,Rob Bowman,Jennifer Garner
679,691,Sin City: A Dame to Kill For,2014.0,Frank Miller,Joseph Gordon-Levitt
680,692,Random Hearts,1999.0,Sydney Pollack,Harrison Ford
681,693,Everest,2015.0,Baltasar Kormákur,Michael Kelly
682,694,Perfume: The Story of a Murderer,2006.0,Tom Tykwer,Michael Smiley
683,695,Austin Powers in Goldmember,2002.0,Jay Roach,Verne Troyer
684,696,Astro Boy,2009.0,David Bowers,Nicolas Cage
685,697,Jurassic Park,1993.0,Steven Spielberg,Wayne Knight
686,698,Wyatt Earp,1994.0,Lawrence Kasdan,Dennis Quaid
687,699,Clear and Present Danger,1994.0,Phillip Noyce,Harrison Ford
688,700,Dragon Blade,2015.0,Daniel Lee,Si Won Choi
689,701,Littleman,2006.0,Keenen Ivory Wayans,Chazz Palminteri
690,702,U-571,2000.0,Jonathan Mostow,Matthew McConaughey
691,703,The American President,1995.0,Rob Reiner,Shawna Waldron
692,704,The Love Guru,2008.0,Marco Schnabel,Justin Timberlake
693,705,3000 Miles to Graceland,2001.0,Demian Lichtenstein,Jon Lovitz
694,706,The Hateful Eight,2015.0,Quentin Tarantino,Craig Stark
695,707,Blades of Glory,2007.0,Josh Gordon,Will Ferrell
696,708,Hop,2011.0,Tim Hill,Gary Cole
697,709,300,2006.0,Zack Snyder,Gerard Butler
698,710,Meet the Fockers,2004.0,Jay Roach,Robert De Niro
699,711,Marley & Me,2008.0,David Frankel,Eric Dane
700,712,The Green Mile,1999.0,Frank Darabont,Tom Hanks
701,713,Wild Hogs,2007.0,Walt Becker,Jill Hennessy
702,714,Chicken Little,2005.0,Mark Dindal,Catherine O'Hara
703,715,Gone Girl,2014.0,David Fincher,Patrick Fugit
704,716,The Bourne Identity,2002.0,Doug Liman,Matt Damon
705,717,GoldenEye,1995.0,Martin Campbell,Izabella Scorupco
706,718,The General's Daughter,1999.0,Simon West,Daniel von Bargen
707,719,The Truman Show,1998.0,Peter Weir,Natascha McElhone
708,720,The Prince of Egypt,1998.0,Brenda Chapman,Martin Short
709,721,Daddy Day Care,2003.0,Steve Carr,Anjelica Huston
710,722,2 Guns,2013.0,Baltasar Kormákur,Denzel Washington
711,723,Cats & Dogs,2001.0,Lawrence Guterman,Carol Ann Susi
712,724,The Italian Job,2003.0,F. Gary Gray,Jason Statham
713,725,Two Weeks Notice,2002.0,Marc Lawrence,Dorian Missick
714,726,Antz,1998.0,Eric Darnell,Sylvester Stallone
715,727,Couples Retreat,2009.0,Peter Billingsley,Jon Favreau
716,728,Days of Thunder,1990.0,Tony Scott,Tom Cruise
717,729,Cheaper by the Dozen 2,2005.0,Adam Shankman,Taylor Lautner
718,730,The Scorch Trials,2015.0,Wes Ball,Ki Hong Lee
719,731,Eat Pray Love,2010.0,Ryan Murphy,James Franco
720,732,The Family Man,2000.0,Brett Ratner,Nicolas Cage
721,733,RED,2010.0,Robert Schwentke,Bruce Willis
722,734,Any Given Sunday,1999.0,Oliver Stone,Al Pacino
723,735,The Horse Whisperer,1998.0,Robert Redford,Scarlett Johansson
724,736,Collateral,2004.0,Michael Mann,Tom Cruise
725,737,The Scorpion King,2002.0,Chuck Russell,Dwayne Johnson
726,738,Ladder 49,2004.0,Jay Russell,Billy Burke
727,739,Jack Reacher,2012.0,Christopher McQuarrie,Tom Cruise
728,740,Deep Blue Sea,1999.0,Renny Harlin,LL Cool J
729,741,This Is It,2009.0,Kenny Ortega,Misha Gabriel Hamilton
730,742,Contagion,2011.0,Steven Soderbergh,Matt Damon
731,743,Kangaroo Jack,2003.0,David McNally,Estella Warren
732,744,Coraline,2009.0,Henry Selick,Jennifer Saunders
733,745,The Happening,2008.0,M. Night Shyamalan,Zooey Deschanel
734,746,Man on Fire,2004.0,Tony Scott,Denzel Washington
735,747,The Shaggy Dog,2006.0,Brian Robbins,Robert Downey Jr.
736,748,Starsky & Hutch,2004.0,Todd Phillips,Snoop Dogg
737,749,Jingle All the Way,1996.0,Brian Levant,Jim Belushi
738,750,Hellboy,2004.0,Guillermo del Toro,James Babson
739,751,A Civil Action,1998.0,Steven Zaillian,Robert Duvall
740,752,ParaNorman,2012.0,Chris Butler,Anna Kendrick
741,753,The Jackal,1997.0,Michael Caton-Jones,J.K. Simmons
742,754,Paycheck,2003.0,John Woo,Ivana Milicevic
743,755,Up Close & Personal,1996.0,Jon Avnet,Joe Mantegna
744,756,The Tale of Despereaux,2008.0,Sam Fell,Emma Watson
745,758,The Tuxedo,2002.0,Kevin Donovan,Romany Malco
746,759,Under Siege 2: Dark Territory,1995.0,Geoff Murphy,Peter Greene
747,760,Jack Ryan: Shadow Recruit,2014.0,Kenneth Branagh,Colm Feore
748,761,Joy,2015.0,David O. Russell,Jennifer Lawrence
749,762,London Has Fallen,2016.0,Babak Najafi,Gerard Butler
750,763,Alien: Resurrection,1997.0,Jean-Pierre Jeunet,Gary Dourdan
751,764,Shooter,2007.0,Antoine Fuqua,Tate Donovan
752,765,The Boxtrolls,2014.0,Graham Annable,Isaac Hempstead Wright
753,766,Practical Magic,1998.0,Griffin Dunne,Goran Visnjic
754,767,The Lego Movie,2014.0,Phil Lord,Morgan Freeman
755,768,Miss Congeniality 2: Armed and Fabulous,2005.0,John Pasquin,Eileen Brennan
756,769,Reign of Fire,2002.0,Rob Bowman,Christian Bale
757,770,Gangster Squad,2013.0,Ruben Fleischer,Ryan Gosling
758,771,Year One,2009.0,Harold Ramis,Olivia Wilde
759,772,Invictus,2009.0,Clint Eastwood,Matt Damon
760,773,State of Play,2009.0,Kevin Macdonald,Robin Wright
761,774,Duplicity,2009.0,Tony Gilroy,Julia Roberts
762,775,My Favorite Martian,1999.0,Donald Petrie,Steven Anthony Lawrence
763,776,The Sentinel,2006.0,Clark Johnson,Blair Brown
764,777,Planet 51,2009.0,Jorge Blanco,Dwayne Johnson
765,778,Star Trek: Nemesis,2002.0,Stuart Baird,Tom Hardy
766,779,Intolerable Cruelty,2003.0,Joel Coen,Cedric the Entertainer
767,780,Trouble with the Curve,2012.0,Robert Lorenz,Clint Eastwood
768,781,Edge of Darkness,2010.0,Martin Campbell,Bojana Novakovic
769,782,The Relic,1997.0,Peter Hyams,John Kapelos
770,783,Analyze That,2002.0,Harold Ramis,Robert De Niro
771,784,Righteous Kill,2008.0,Jon Avnet,Robert De Niro
772,785,Mercury Rising,1998.0,Harold Becker,Bruce Willis
773,786,The Soloist,2009.0,Joe Wright,Robert Downey Jr.
774,787,The Legend of Bagger Vance,2000.0,Robert Redford,Matt Damon
775,788,Almost Famous,2000.0,Cameron Crowe,Philip Seymour Hoffman
776,789,Garfield 2,2006.0,Tim Hill,Bill Murray
777,790,xXx: State of the Union,2005.0,Lee Tamahori,Sunny Mabrey
778,791,Priest,2011.0,Scott Stewart,Josh Wingate
779,792,Sinbad: Legend of the Seven Seas,2003.0,Patrick Gilmore,Brad Pitt
780,793,Event Horizon,1997.0,Paul W.S. Anderson,Sean Pertwee
781,794,The Avengers,2012.0,Joss Whedon,Chris Hemsworth
782,795,Dragonfly,2002.0,Tom Shadyac,Joe Morton
783,796,The Black Dahlia,2006.0,Brian De Palma,Scarlett Johansson
784,797,Flyboys,2006.0,Tony Bill,James Franco
785,798,The Last Castle,2001.0,Rod Lurie,Clifton Collins Jr.
786,799,Supernova,2000.0,Walter Hill,Robert Forster
787,800,Winter's Tale,2014.0,Akiva Goldsman,Matt Bomer
788,801,The Mortal Instruments: City of Bones,2013.0,Harald Zwart,Aidan Turner
789,802,Meet Dave,2008.0,Brian Robbins,Marc Blucas
790,803,Dark Water,2005.0,Walter Salles,Dougray Scott
791,804,Edtv,1999.0,Ron Howard,Matthew McConaughey
792,805,Inkheart,2008.0,Iain Softley,Brendan Fraser
793,806,The Spirit,2008.0,Frank Miller,Scarlett Johansson
794,807,Mortdecai,2015.0,David Koepp,Johnny Depp
795,808,In the Name of the King: A Dungeon Siege Tale,2007.0,Uwe Boll,Jason Statham
