,common_entity,entity1,entity2
NZRI,Rangitata Island,-44.0849990845,171.4160003662
K9R5,Hunt,27.8866671388889,-97.3496360555555
EFHK,Helsinki Vantaa,60.317199707,24.963300705
MDSA,San Juan De La Maguana,18.8255004883,-71.2313995361
SBVT,Eurico de Aguiar Salles,-20.2580566406,-40.2863883972
PPCT,Takotna,62.9929444444444,-156.029722222222
K8A1,Guntersville Municipal/Joe Starnes Field,34.4061891944444,-86.2608702777778
MHEN,Aserradero El Encino,14.6619443893,-86.9150009155
SWAR,Fazenda Aruana,-13.082777977,-51.5863876343
SVFS,Fagotrans,9.4016399384,-66.6430969238
SWVC,Vila Rica,-9.9794435501,-51.1422233582
MHPR,Comayagua-Palmerola International,14.382333,-87.621167
OIKK,Kerman,30.2744007111,56.9510993958
WITT,Sultan Iskandarmuda,5.5235199928,95.4204025269
CYVO,Val-d'Or,48.0532989502,-77.7827987671
ETIK,Illesheim Air Base,49.4738998413,10.3880996704
25AZ,Mystery Well Ranch,31.8159472222222,-109.057280555556
YNTN,Normanton,-17.683599472,141.0700073242
46XS,Canadian River Ranch,35.402675,-102.807605555556
YMDY,Mount Bundey,-12.8900003433,131.9080047607
SJRH,Fazenda Galheiro,-15.3080558777,-54.5997238159
SAET,Trenque Lauquen,-36.0158,-62.6939
LBPR,Primorsko,42.2633323669,27.7016677856
RKJJ,Gwangju,35.1263999939,126.808998108
SA24,Calilegua,-23.7819004059,-64.74949646
RPLY,Alabat Island,14.232000351,121.9290008545
WI28,Walter's Agri-Center,44.5861088888889,-87.5575897222222
KRKS,Southwest Wyoming Regional,41.5942222222222,-109.065194444444
K2C5,Almena,42.2529847222222,-85.8516541666667
SWJN,Juina,-11.4194440842,-58.7016677856
VA1L,Amla,21.926399231,78.1136016846
K66V,Bluff,37.255,-109.633027777778
LQBK,Banja Luka International,44.9413986206,17.2975006104
YSLV,Sylvania Homestead,-23.5583000183,120.0469970703
YERA,Errabiddy Homestead,-25.5,117.1669998169
UIII,Irkutsk,52.2680015564,104.388999939
5OI5,Hamrick,40.6933802777778,-84.7805180555556
KMQS,Chester County G O Carlson,39.9789722222222,-75.8654722222222
DE17,Sugar Hill,38.7778911111111,-75.5832594444444
UKFY,Dzhankoy,45.7009010315,34.4188995361
0LS7,Morgan Field,30.6127666666667,-91.4841722222222
LJBL,Lesce Bled Glider,46.3572006226,14.1738996506
EDVF,Blomberg-Borkhausen,51.9172210693,9.1116666794
CPL5,Thessalon Municipal,46.3166999817,-83.5333023071
K98M,Greaton Airfield,43.5757166666667,-70.5188583333333
36WA,Bob's Field,45.9563888888889,-121.497777777778
KM10,Mountainair Municipal,34.5333333333333,-106.223888888889
03UT,A Z Minerals Corporation,37.1208344444444,-109.985957222222
CEG8,North Seal River,58.9693984985,-99.9749984741
PADU,Unalaska,53.8989444444444,-166.545027777778
1NK6,Catalano Airfield,44.4236577777778,-73.749585
40KS,Chanay,38.5400125,-95.4508125
38II,Hampton Field,39.7286111111111,-86.8230555555556
0CN1,Fiorini Ranch,37.4521777777778,-120.764758333333
CFU3,Chipman,53.7167015076,-112.6330032349
4AZ6,Parsons Field,34.9980638888889,-113.461597222222
CJP7,Bird River (Lac Du Bonnet),50.3967018127,-95.7350006104
FWSU,Nchalo Sucoma,-16.2667007446,34.9166984558
K3W2,Put In Bay,41.6366666666667,-82.8283333333333
MS64,Vaiden Landing,34.8483416666667,-89.8779916666667
01NK,Granville,43.4229444444444,-73.268025
SA34,Trelew Aeroclub,-43.2356,-65.3241
YDWF,Delamere Range Facility,-15.7467002869,131.9199981689
XA05,Fairview Field,34.10105,-102.624233333333
KBPI,Miley Memorial Field,42.5822222222222,-110.108861111111
EG02,Audley End Airfield,52.0091365357,0.224275589
KU82,Council Municipal,44.7503333333333,-116.445055555556
EFPI,Piikajarvi,61.2456016541,22.1933994293
KAQR,Atoka Municipal,34.3983388888889,-96.1480597222222
49KS,N & N,39.2140904722222,-96.6723047777778
EPJG,Jelenia Góra Glider,50.8988990784,15.7855997086
5MA3,Pasport,42.1875930555556,-72.1431330555556
LFPN,Toussus-le-Noble,48.7518997192,2.1061899662
IN53,Miller,39.2917111111111,-86.8236180555556
IN25,Hood Field,39.9980555555556,-86.5772222222222
HTNJ,Njombe,-9.3500003815,34.7999992371
YTNG,Thangool,-24.4939002991,150.5760040283
NM41,Happy Mountain,34.0611672222222,-108.096446111111
4AK9,Tibbetts,58.7342697222222,-157.007141944444
YCOI,Collie,-33.3666992188,116.2170028687
KPAO,Palo Alto,37.4611111111111,-122.115055555556
1TA2,Vigo Park,34.6500591666667,-101.50045
SSGH,Fazenda Capao Verde,-20.0736103058,-56.0683326721
YCJU,Conjuboy,-18.6833000183,144.75
KWYS,Yellowstone,44.6883888888889,-111.117638888889
K9KS,Greensburg Municipal,37.6227,-99.2283777777778
FCPO,Pemo,-2.867000103,12.5329999924
FAGY,Greytown,-29.1219997406,30.5867004395
SCCS,Santa Rita,-33.2775001526,-71.4563903809
KMHT,Manchester Boston Regional,42.9328055555556,-71.43575
NM83,Industrial Airpark,32.7667811111111,-103.208821388889
LTCM,Sinop,42.0158004761,35.0663986206
53VA,Horse Feathers,38.6340097222222,-77.7574925
ESMU,Mockeln,56.5707015991,14.1665000916
MNJU,Juigalpa,12.1000003815,-85.3666687012
TA58,Rancho Encantado,28.3199722222222,-99.4658722222222
SUAG,Artigas International,-30.4006996155,-56.507900238
95NE,Lightner Ranch,42.6697694444444,-98.2241111111111
34KY,Lone Pine Aerodrome,36.9113527777778,-86.78555
UAII,Shymkent,42.364200592,69.4788970947
KC04,Oceana County,43.6416333333333,-86.3290661111111
SSAK,Aeroclube,-28.6577777863,-53.6105575562
KJMS,Jamestown Regional,46.9297222222222,-98.6781944444444
4OR3,Lambert Field,44.7303988888889,-123.075927777778
LFPD,Bernay St Martin,49.1027984619,0.5666670203
UUML,Severka Airfield,55.206,38.677
TVSV,E. T. Joshua,13.1443004608,-61.210899353
KCPC,Columbus County Municipal,34.2728705555556,-78.7149872222222
FATT,Tutuka Power Station,-26.776599884,29.3388004303
SSRC,Fazenda Santa Ines,-21.7030563354,-54.3683319092
DAOC,Ouakda,31.6424999237,-2.1838901043
TA54,Mccrea,31.8146972222222,-100.911813888889
KANG,Angaur Airstrip,6.9,134.15
0VA0,Rambo Airfield,38.5248555555556,-77.6873555555556
SBAE,Bauru-Arealva,-22.157833,-49.068333
EDBM,Magdeburg,52.0736122131,11.6263885498
FL08,Florida Sheriffs Boys Ranch,30.4154969444444,-83.0165230555556
KCOU,Columbia Regional,38.8177355555556,-92.2177922222222
SVSG,San Antonio De Barinas,8.5666666031,-70.0500030518
SWAZ,Santo Atanazio,0.3997220099,-69.3005523682
55ID,Spear Valley,48.3810555555556,-116.484972222222
SVCS,Oscar Machado Zuluaga,10.286110878,-66.8161087036
HSMR,Merowe,18.4500007629,31.8330001831
UUDD,Domodedovo International,55.4087982178,37.9062995911
FZOS,Kasese,-1.6330000162,27.0499992371
KGGE,Georgetown County,33.3114166666667,-79.3203055555555
FAOD,Odendaalsrus,-27.8710002899,26.6933994293
KW19,Verona,42.9894666666667,-89.5094777777778
CLJ3,Lethbridge / J3 Airfield,49.7416214711,-112.738330364
LKCB,Cheb,50.0661010742,12.4117002487
ZPJH,Xishuangbanna Gasa,21.9738998413,100.7600021362
37WI,Docken Field,42.9911083333333,-89.7534561111111
PASW,Skwentna,61.9661125,-151.195390277778
KMAC,Macon Downtown,32.8217644444444,-83.5619349444444
NJ25,Hollingshead,39.7896833333333,-75.2283472222222
7NC9,Spencer Field,35.7273586111111,-79.9111486111111
7AK2,Snettisham,58.1343958333333,-133.729513055556
VYMN,Manaung,18.8458003998,93.6889038086
KD59,Gowanda,42.5039497222222,-78.95059
OP32,Khairpur,28.0361003876,69.6748962402
KPIH,Pocatello Regional,42.9097925,-112.595918888889
MYEN,Normans Cay,24.5942993164,-76.8201980591
KEOP,Pike County,39.1669722222222,-82.9283333333333
SSBN,Belem Novo,-30.1877784729,-51.1827774048
7TS2,Alison Air Park,29.8313325,-97.8891705555556
YHEW,Hedlow,-23.2231006622,150.604995728
EBMB,Melsbroek Air Base,50.901389,4.4844444444
CKZ3,Elk Island,54.6713981628,-94.1453018188
8AZ5,Lizzy Lizard,31.8979444444444,-109.056916666667
KM38,Hazel Green,34.9161319444444,-86.6470458333333
CJB6,Gods Lake,54.7792015076,-93.7169036865
LFDP,St Pierre D'oleron,45.9592018127,-1.3161100149
FNMO,Namibe,-15.2611999512,12.1468000412
YBCK,Blackall,-24.4277992249,145.429000854
6LL4,Wildy Field,38.2675491666667,-89.89177
ZSGZ,Ganzhou,25.825799942,114.912002563
TAPA,V.C. Bird International,17.1367,-61.792702
KLMO,Vance Brand,40.1643888888889,-105.163638888889
FOOE,Mekambo,1.0169999599,13.9329996109
LA67,Angola Airstrip,30.9515677777778,-91.5848391666667
67SC,Lanes Landing,32.9486111111111,-80.7675
YMBX,Mundrabilla,-31.8672008514,127.8539962769
SWVI,Fazenda Pirassununga,-11.5177783966,-48.3111114502
54MI,Pingston Aeroworks,42.8102777777778,-84.0830555555555
YGIB,Gibb River,-16.4232997894,126.4449996948
LFNO,Florac Ste Enimie,44.2863998413,3.4666700363
CNS6,Straffordville,42.7383003235,-80.8167037964
SPOY,Atico,-16.2322216034,-73.611946106
NVSN,Naone,-15.0,168.0829925537
SPHY,Andahuaylas,-13.7063999176,-73.350402832
SDGU,Usina Bonfim,-21.4044437408,-48.3033332825
K78I,Pam's Place,39.5016472222222,-86.6885018055556
SPBL,Huallaga,-7.0605602264,-76.5821990967
6FL3,Payson Ranch,26.9372811111111,-81.5670222222222
SWSY,Sao Simao,-15.9086112976,-60.1547203064
KTAN,Taunton Municipal - King Field,41.8744673888889,-71.0163165
KRCE,Clarence E Page Municipal,35.4880833333333,-97.8235555555556
SWOO,Fazenda Tres Marias do Agua Limpa,-15.0713891983,-51.3927764893
37AZ,Sarita,32.9356177777778,-111.484566666667
EDGB,Breitscheid,50.6763877869,8.1694440842
VG07,Rular,38.5388888888889,-77.8283333333333
KARR,Aurora Municipal,41.7719166666667,-88.4756666666667
FAHU,H M S Bastard Memorial,-30.5424995422,29.4990005493
SWMJ,Pousada Xaraes,-19.4958324432,-56.9599990845
EDAX,Rechlin-Larz,53.306388855,12.7522220612
46AK,Bear Cove Farm,59.7382888888889,-151.029894166667
OPJA,Shahbaz Air Base,28.2842006683,68.4496994019
KLZD,Danielson,41.81975,-71.9009722222222
KGCM,Claremore Regional,36.2927222222222,-95.4796111111111
KD57,Glen Ullin Regional,46.8143055555555,-101.865194444444
2NE0,Johnson Lake,40.6966730555556,-99.8342858333333
K10G,Holmes County,40.53670125,-81.9559411666667
MMCA,Cananea,31.0661501549,-110.097877979
FAWI,Witbank,-25.8323001862,29.1919994354
2WY8,Bar Flying E,44.40625,-109.279444444444
15UT,Field Of Dreams,40.9721416666667,-111.704436111111
VG64,Lee Field,37.5615,-76.8525277777778
FD14,Paniola Air Ranch,29.3752505555556,-82.0581463888889
SDKK,Mococa,-21.4878005981,-47.0344009399
LFGH,Cosne Sur Loire,47.3605995178,2.9194400311
YBEC,Beacon,-30.4832992554,117.8830032349
VYLY,Lanywa,20.9403991699,94.8226013184
SIZI,Fazenda Vitoria,-18.7527999878,-51.4730987549
KMRC,Maury County Regional,35.5543386111111,-87.17914
SLIX,Ixiamas,-13.7600002289,-68.1368331909
K66S,Cavanaugh Bay,48.5186666666667,-116.822194444444
KS04,Condon Usfs,47.5388258333333,-113.720368333333
YLOK,Lock,-33.5442008972,135.6929931641
ENZV,Stavanger  Sola,58.876701355,5.6377801895
LFMS,Alès Cevennes,44.0696983337,4.1421198845
0PN6,Memmi,40.1689705555556,-77.9925013888889
KH76,Pawhuska Municipal,36.6717261111111,-96.4055691666667
0TN2,Village,35.6559122222222,-84.1854697222222
0AK9,Falcon Lake Strip,61.33255,-150.059052777778
SIKC,Colider,-10.764166832,-55.4611091614
KJST,John Murtha Johnstown/Cambria County,40.3155555555556,-78.8346666666667
LKOT,Otrokovice Zlin,49.198299408,17.5177993774
KPRG,Edgar County,39.6996666666667,-87.6707777777778
OASN,Sheghnan,37.5670013428,71.5
14VA,Krens Farm,39.2289911111111,-77.7466597222222
LZIB,M. R. Stefanik,48.1702003479,17.2126998901
ID09,S Bar Ranch,43.26,-115.248611111111
23CO,High Mesa,38.8438611111111,-103.989944444444
KBRG,Belen Regional,34.6458616388889,-106.836340083333
YBRK,Rockhampton,-23.3819007874,150.475006104
SWWM,Fazenda Pupila,-18.771944046,-40.9494438171
RPVV,Francisco B. Reyes,12.1215000153,120.099998474
RODE,Ie Shima Auxiliary Air Base,26.7257575989,127.7649002075
K70J,Cairo-Grady County,30.8879722222222,-84.1547222222222
OOSQ,Saiq,23.0669994354,57.6500015259
HAGO,Gode,5.9351301193,43.5786018372
NVSS,Santo Pekoa International,-15.5050001144,167.220001221
KFTW,Fort Worth Meacham International,32.8197702777778,-97.36245
NWWX,Canala,-21.5202007294,165.9720001221
KMUT,Muscatine Municipal,41.3678888888889,-91.1482222222222
K4M8,Clarendon Municipal,34.6466688888889,-91.3947205555556
MHHO,Agua Caliente,15.427778244,-86.8949966431
SJFW,Fazenda W. Egidio III,-15.9380559921,-46.4775009155
NVSO,Lonorore,-15.8655996323,168.1719970703
K64S,Prospect State,42.7425833333333,-122.488972222222
SCIE,Carriel Sur,-36.7727012634,-73.0631027222
SSYV,Fazenda Progresso,-19.7263889313,-52.8513908386
MD42,Keymar Airpark,39.6195438888889,-77.2274833333333
FEFI,Birao,10.2363996506,22.7168998718
SSNH,Novo Hamburgo,-29.696100235,-51.0816993713
SNUK,Fazenda Lago Vermelho,-17.0352783203,-45.4863891602
K68D,Reds Horse Ranch Usfs,45.3445597222222,-117.626483333333
CD13,Morris,39.8350666666667,-103.735597222222
OL28,Cedar & Sky Fly In Ranch,35.5838777777778,-98.3041013888889
LIRG,Guidonia,41.9902992249,12.7407999039
EIHN,Hacketstown Aerodrome,52.8549995422,-6.5472202301
LEBZ,Badajoz,38.8913002014,-6.8213300705
SLBR,Buen Retiro Itenez,-13.4166669846,-63.4833335876
60OI,Zorn Acres,41.3567175,-82.6248997222222
KPSO,Stevens Field,37.2862486111111,-107.056008888889
8ND5,Ausk Strip,46.7638633333333,-97.4053708333333
KPOF,Poplar Bluff Regional Business,36.7739352777778,-90.3248527777778
SSEY,Estancia Itapororo,-29.433889389,-56.3005561829
SWQR,Estancia Norteagro,2.6758329868,-60.7786102295
SEII,General Villamil,-0.942628026,-90.9530029297
MDBL,Boca Chica,18.450799942,-69.5925979614
8WI2,Runway Leasing Inc Nr 1,44.2248055555556,-89.5318083333333
K9N3,Seamans Field,41.5893547222222,-75.7560805555556
EDQM,Hof-Plauen,50.2886123657,11.8563890457
SLSN,Sanandita,-21.6499996185,-63.5999984741
NC81,Cox,35.7518177777778,-78.8597294444444
SGEN,Encarnacion,-27.2999992371,-55.9099998474
KU84,Donald D Coski Memorial,44.7290597222222,-116.092627777778
11LS,Jasmine Hill,30.9760222222222,-92.5690277777778
LFLM,Macon-Charnay,46.2951011658,4.7957701683
LFXH,Le Valdahon Air Base,47.1666984558,6.3499999046
SNQZ,Fazenda Bagagem,-22.8427772522,-55.5705566406
3ND5,Gage Flying Farmer,47.0610911111111,-97.7712133333333
GMFO,Angads,34.7872009277,-1.9239900112
SAAK,Isla Martin Garcia,-34.1821,-58.2469
KLMT,Crater Lake/Klamath Regional,42.1561438888889,-121.733204722222
SIQA,Senador Antonio Farias,-6.4074997902,-35.0447235107
KBJI,Bemidji Regional,47.5107222222222,-94.9347222222222
KGAX,Williams Auxiliary Airfield 6,32.88525,-112.816305555556
KMYK,May Creek,61.3361611111111,-142.685886111111
HSDZ,Damazin,11.785900116,34.3367004395
LILH,Voghera-Rivanazzano,44.9519996643,9.0165300369
ULWW,Vologda,59.2825012207,39.9444007874
SDET,Tiete,-23.1047210693,-47.724445343
CD02,Skyote,40.7580269444444,-106.971996111111
KEFW,Jefferson Municipal,42.0098333333333,-94.3418055555556
KLYO,Lyons-Rice County Municipal,38.3402511111111,-98.2285625
KPMD,Palmdale Usaf Plant 42,34.6293888888889,-118.084552777778
VILH,Leh Kushok Bakula Rimpochee,34.1358985901,77.5465011597
CYXR,Earlton (Timiskaming Regional),47.6974006546,-79.8473453522
SVOZ,San Pablo Paeno,7.7833328247,-68.5
WS16,Scherrico Meadows,44.8471891666667,-89.8015138888889
CYKA,Kamloops,50.7022018433,-120.4440002441
LOGL,Turnau,47.5567016602,15.3249998093
EFTU,Turku,60.5140991211,22.2628002167
6OK3,Johnson Field,36.3589472222222,-98.1438722222222
7ND5,Buchmiller,47.3597188888889,-99.6226161111111
SAEM,Miramar,-38.2271,-57.8697
VVCR,Cam Ranh,11.9982004166,109.21900177
OG54,Shaniko Cattle,44.9600972222222,-120.884658333333
VA93,Ayers,38.9051108333333,-78.6547375
LOGG,Punitz-Gussing,47.1465301514,16.3168430328
SNIX,Fazenda Masutti,-13.553333,-59.100278
1CD1,Reed International,40.6902777777778,-104.866666666667
MUBY,Carlos Manuel de Cespedes,20.3964004517,-76.6213989258
DIDK,Dimbokro,6.6516699791,-4.6405601501
KONO,Ontario Municipal,44.0193611111111,-117.013027777778
FLCP,Chipata,-13.5583000183,32.5872001648
RJTY,Yokota Air Base,35.748500824,139.3480072021
OOLK,Lekhwair,22.8049846844,55.3733682632
KUTS,Huntsville Municipal,30.7468888888889,-95.5871666666667
ZGMX,Meixian,24.3500003815,116.1330032349
SBUR,Mario de Almeida Franco,-19.7647228241,-47.9661102295
K2N4,Owasco Airfield,42.7365277777778,-76.48625
YPNI,Prenti Downs,-26.5167007446,122.8000030518
K8B2,Twin Mountain,44.2640640833333,-71.5467486944444
YPFT,Cooma/Polo Flat (Unlic),-36.2299995422,149.1499938965
FQMR,Marrupa,-13.2250995636,37.5521011353
CJB3,Steinbach,49.5494003296,-96.679397583
6ID1,Regan Ranch,47.6432416666667,-116.700544444444
LEGR,Federico Garcia Lorca,37.1887016296,-3.7773599625
7GA2,Mcclellan,30.7788888888889,-83.2019444444445
SJLV,Morro,4.3572201729,-59.9700012207
AGGT,Santa Ana,-10.847994,162.454108
YBHM,Hamilton Island,-20.3581008911,148.95199585
PS02,Heberlig,40.1642544444444,-77.3705402777778
FMME,Antsirabe,-19.8392214824,47.0637130737
ORAT,Al Taqaddum Air Base,33.3381004333,43.5970993042
FZVO,Beni-Dibele,-4.0830001831,22.8330001831
80KS,Diamond H,37.2556513888889,-95.2315222222222
UKLR,Rivne International,50.6071014404,26.1415996552
EDSW,Altdorf-Wallburg,48.2700004578,7.8419442177
IS00,Jay Schertz Farm,40.8417022222222,-89.2745294444444
ZWBL,Alashankou Bole (Bortala) airport,44.895,82.3
SDTI,Tupi Paulista,-21.3930568695,-51.5988883972
SSJL,Fazenda Jamaica,-19.3477783203,-53.7700004578
EDHK,Kiel-Holtenau,54.3794441223,10.145277977
USPT,Berezniki,59.5795478821,56.8576812744
TN02,Telford Overlook Ferguson Field,36.2087333333333,-82.5395666666667
SWIG,Fazenda Sao Jose,-15.0108327866,-59.2522201538
NSFI,Fagali'i,-13.8486995697,-171.740005493
97AK,High Ridge Association,61.664,-149.2536
YANK,Anna Creek,-28.8966999054,136.1699981689
SSDT,Fazenda Pau D`Arco,-7.943611145,-50.1763877869
NZKC,Kelly Field,-37.2560997009,175.0720062256
RPVP,Puerto Princesa,9.7421197891,118.7590026855
CNE9,Essex,42.0957984924,-82.8794021606
SIUC,Selva de Pedra,-7.2263889313,-56.6708335876
KS17,Twin Lakes,33.6456913888889,-81.8670563888889
YPNG,Penong,-31.9167003632,133.0
KCQX,Chatham Municipal,41.6883041666667,-69.9896519444444
VE24,Sookerating,27.5529003143,95.570602417
KCZN,Chisana,62.07175,-142.04935
53XS,Kornegay Private,26.1502777777778,-97.5933333333333
LFJC,Clamecy,47.4383010864,3.5086100101
TT12,Pastrana Ranch,32.2724611111111,-97.6933888888889
ZMBS,Bulgan Sum,46.1006011963,91.584197998
EGNH,Blackpool International,53.7717018127,-3.0286099911
KHIF,Hill Afb,41.12394,-111.973056388889
FD77,Wimauma Air Park,27.7119752777778,-82.2828686111111
1NC2,Atwell,35.6547222222222,-80.7894444444444
YCTC,Cotten Creek,-22.7999992371,122.5830001831
TX91,Madeira Airpark,32.9076238888889,-96.5969369444444
NK54,Matejka Field,42.1767411111111,-76.6410588888889
0NY1,Russell Field,43.1392411111111,-73.6531727777778
EDBP,Pinnow,53.6152763367,11.5611114502
SVBW,Hato El Burro,7.1316671371,-63.4566688538
AGGR,Rennell/Tingoa,-11.5339002609,160.06300354
SLEK,El Condor,-21.7008342743,-63.4568328857
WIMS,Dr Ferdinand Lumban Tobing,1.555940032,98.8889007568
OL30,Flying S Ranch,35.0019907222222,-97.061613
SJAW,Fazenda Citricola,-21.7252788544,-48.4519424438
SNOO,Fazenda Quatrilho,-13.35778,-55.61611
VTUW,Nakhon Phanom,17.3838005066,104.6429977417
AYML,Mougulu,-6.280859,142.420775
SVSP,Sub Teniente Nestor Arias,10.2786998749,-68.7552032471
K2T2,Percival Springs,39.0144444444444,-88.5392777777778
9MN3,Barnesville Municipal,46.6652377777778,-96.4411794444444
SJVR,Fazenda Sao Joaquim,-21.4919433594,-56.4872207642
KW04,Ocean Shores Municipal,46.9992199722222,-124.1423825
KD25,Manitowish Waters,46.1202270555556,-89.8821999722222
FAPE,Port Elizabeth,-33.9849014282,25.6173000336
6MS2,Wells Farm,31.9838611111111,-90.3353611111111
UKFG,Gvardeyskoe Air Base,45.1150016785,33.9770011902
2TX8,Eagle's Landing,33.3081713888889,-97.3797436111111
YCRA,Carinda,-30.4582996368,147.7079925537
EDTY,Adolf Wurth,49.1183319092,9.7838888168
SJNU,Fazenda Campo Alto,-13.0372219086,-51.7138900757
OI57,Mc Kinney Field,38.9270119444444,-83.9885419444444
EG10,Breighton Airfield,53.8023996399,-0.9159636498
OYSF,As Salif,15.3000001907,42.6829986572
1IN6,Cottingham,40.4016666666667,-87.2202777777778
SCNM,Las Misiones,-37.7761116028,-73.3836135864
FWKA,Karonga,-9.9535703659,33.8930015564
SSCU,Fazenda Santa Marina,-8.8680562973,-50.4794425964
0XS8,Dunbar Ranch,29.0760755555556,-100.3753525
SSIU,Sitio Enel,-30.1336116791,-52.3652763367
MHLN,Limon,15.8633327484,-85.4986114502
LFTZ,La Mole,43.2053985596,6.4819998741
OR00,Flying K Ranch,45.4345277777778,-122.88
CO92,Trinchera Ranch Airstrip,37.4643404722222,-105.406516416667
01OL,Spring Creek Ranch East,34.3725697777778,-96.7160371944445
K3D1,Crivitz Municipal,45.2146408611111,-88.0732981666667
CHG2,Harbour Grace,47.6856002808,-53.2538986206
LIDR,Ravenna,44.3642997742,12.2249002457
MRLZ,La Zopilota,10.4835996628,-85.4619979858
CNX8,Nixon,42.8474998474,-80.3953018188
YNOC,Nockatunga,-27.7166996002,142.7120056152
CKK3,Scobey Border Station,48.9994659424,-105.3993377686
FAHJ,Harding,-30.5666999817,29.8833007813
K27C,Mecosta Morton,43.6300463055556,-85.2614893611111
K13Q,Jewett Mesa,34.0043055555556,-108.679777777778
2NC7,Scotland Neck East,36.1679333333333,-77.3988583333333
K89D,Kelleys Island Land Field,41.6031819444444,-82.6850541666667
YWWG,Warrawagine,-20.8464596515,120.705327988
VYSO,Sedoktayar,20.4500007629,94.233001709
HKNW,Nairobi Wilson,-1.3217200041,36.8148002625
OPOK,Okara Cantonment Airstrip,30.7409992218,73.3576965332
SA11,Campo Arenal,-27.0722999573,-66.5860977173
WMPR,LTS Pulau Redang,5.7652797699,103.0070037842
HKLO,Lodwar,3.1219699383,35.6086997986
CA04,Flying N Ranch,40.3462641666667,-122.338892777778
VYDW,Dawei,14.1038999557,98.2035980225
VEKI,Kushinagar,26.772667,83.895333
LKHV,Horovice,49.8480987549,13.8935003281
EGTP,Perranporth Airfield,50.3316993713,-5.1774997711
KO46,Weed,41.4808055555556,-122.454527777778
K4Y8,Para Field,43.2022444444444,-82.7538888888889
ENRY,Moss  Rygge,59.3788986206,10.7855997086
YALC,Alcoota Station,-22.8332996368,134.4499969482
K2U0,Smith Prairie,43.4983611111111,-115.546972222222
CKX2,Warren / Woodlands,50.1594009399,-97.5911026001
5TS8,Bear Creek Ranch,29.8085527777778,-98.2725138888889
CJX4,Rosetown,51.5643997192,-107.9179992676
UMMB,Borovaya Airfield,53.5699996948,27.3899993896
SNYF,Fazenda Parnaiba,-8.5055561066,-46.1219444275
LFOG,Flers Saint Paul,48.7524986267,-0.5894439816
KADU,Audubon County,41.7015277777778,-94.9204444444445
DAUI,In Salah,27.2509994507,2.5120201111
6FD2,Big Oaks Ranch,28.6669408333333,-81.0845058333333
2PA8,Shulls,40.3000852777778,-77.2997063888889
9CL2,Christensen Ranch,36.87162,-121.337153888889
ULKS,Savvatiya Air Base,60.9949989319,46.8699989319
KS30,Lebanon State,44.5311388888889,-122.929722222222
SPBY,Bayovar,-5.8307499886,-81.0258026123
SBUL,Ten. Cel. Aviador Cesar Bombonato,-18.8836116791,-48.225276947
FBGZ,Ghanzi,-21.6924991608,21.6581001282
KNFG,Camp Pendleton Mcas (Munn Field),33.3012583333333,-117.355169444444
AYBA,Baimuru,-7.4968600273,144.819900513
EGLD,Denham Aerodrome,51.5882987976,-0.5130559802
SSQN,Mundo Novo,-11.7721996307,-40.4193992615
KMIC,Crystal,45.0624694444444,-93.3539652777778
SCEX,Rio Exploradores,-46.353611,-73.327778
CYGE,Golden,51.2991981506,-116.9820022583
8PN0,Lost Acres,39.9385722222222,-77.6159555555555
KFTK,Godman Army Air Field,37.9070652777778,-85.9720361111111
HLGN,Gamal Abdel Nasser,31.861000061,23.906999588
SMDO,Ladouanie,4.3761082835,-55.4070568085
K4R5,Major Gilbert Field,46.7886666666667,-90.7587222222222
K01J,Hilliard Airpark,30.6859666666667,-81.9063430555556
SVHL,Hacienda Carutal,9.7166671753,-66.7833328247
OIID,Doshan Tappeh Air Base,35.702999115,51.4751014709
EENI,Nurmsi,58.8650016785,25.7299995422
SPIL,Quince Air Base,-13.233300209,-70.7533035278
SBGM,Guajara-Mirim,-10.7863998413,-65.2847976685
KRYM,Ray S Miller Army Air Field,46.0899783333333,-94.3598638888889
CRB2,Cottam,42.1399993896,-82.6528015137
KDTN,Shreveport Downtown,32.5408216666667,-93.7438352777778
60OK,Lawles,35.5024138888889,-98.5092416666667
SWML,Monte Alegre de Goias,-13.2497215271,-46.8713874817
KCRZ,Corning Municipal,40.994125,-94.7550297222222
KGOP,Gatesville Municipal,31.4209388888889,-97.7964638888889
FWLP,Lifupa,-13.0500001907,33.1500015259
EDNL,Leutkirch-Unterzeil,47.8588905334,10.014166832
ZSOF,Hefei Xinqiao International,31.986667,116.975
USUK,Kurtamysh,54.9150009155,64.4670028687
OIBN,Borazjan,29.2666664124,51.2000007629
NZVL,Mandeville Aerodrome,-45.9902992249,168.81199646
SSVQ,Fazenda Serrito,-22.4102783203,-54.988609314
NA65,Anderson Strip,48.5313808333333,-97.6281419444444
VOTJ,Tanjore Air Force Base,10.7223997116,79.101600647
SNAL,Arapiraca,-9.7753601074,-36.6291999817
SKOC,Aguas Claras,8.31506,-73.3583
EGKB,London Biggin Hill,51.3307991028,0.0324999988
SELT,Cotopaxi International,-0.906832993,-78.6157989502
EDWH,Oldenburg-Hatten,53.0688896179,8.3136110306
FLEF,East Six,-11.1342000961,30.01720047
K4KS,Walz,37.0451638888889,-98.5701805555556
SJXH,Aguas Frias,-27.2169437408,-53.2724990845
2OK3,Rock Ridge,35.0980555555556,-97.7425
SNGO,Fazenda Nova,-19.0477771759,-48.5822219849
73TX,Sandy Creek,30.5695277777778,-95.4823611111111
